Temperature (K),Luminosity (L/Lo),Radius (R/Ro),Absolute Magnitude (Mv),Color,Spectral Class,Galaxy,Constellation,Age (in million years),Metallicity ([Fe/H]),Rotational Velocity (km/s),Distance (light years),Star Type ID,Star Type
2373,0.0003771058472630892,0.11513072296129631,13.38884183383343,Red,M,Triangulum,Orion,347.1796054432454,0.05898369233245067,8.415181560760512,,0,Brown Dwarf
8091,0.000899056577450383,0.015291292084383236,12.445532443355047,White,A,Whirlpool,Aquila,9595.549202311733,-0.7728405806748778,209.701843824343,15.216655586288937,2,White Dwarf
8544,21.525027987547425,2.121800063405952,1.497640687975025,White,A,Whirlpool,Perseus,434.50635452716773,0.33905222934409224,216.8127164760206,54.74219322312975,3,Main Sequence
2429,0.011061934486575118,0.5951351294763055,9.720422294834185,Red,M,Andromeda,Cygnus,4699.860272305623,-0.564095505902919,8.06799666633128,1072.841815673266,1,Red Dwarf
5756,0.794458139546051,0.8981502889442523,5.079822452696264,Yellow,G,Triangulum,Cygnus,8161.716513837087,0.4045389996365694,2.1561348620297447,16.840992092798828,3,Main Sequence
2982,0.0017555578081420928,0.15730675204877623,11.718962163084491,Red,M,Whirlpool,Cygnus,4533.5820305404595,-0.43564861008754346,6.506476124964913,7357.923433262534,1,Red Dwarf
4149,0.010155126904231608,0.19543884295314826,9.813286612587092,Orange,K,Sombrero,Pegasus,12862.28503225578,0.3746599917481282,14.700755335143775,284.2664498096468,1,Red Dwarf
20342,42374304.52027159,525.1931665450184,-14.237756458235102,Blue-White,B,Milky Way,Ursa Major,58.02952518078554,0.3993225349591967,222.90426901785582,67145.53850692479,5,Hypergiant
3823,0.10779097840830307,0.7499592843472181,7.248543965021797,Orange,K,Andromeda,Orion,1781.8923342964945,-0.4780616567837875,5.48769041752772,1378.831880384215,3,Main Sequence
4059,0.044243378173079925,0.4262271521174247,8.215379300443097,Orange,K,Milky Way,Pegasus,3229.653219630859,0.19896808987742776,3.8218609053724464,,1,Red Dwarf
5397,267345.1194750953,592.6337342327618,-8.737680650589853,Yellow,G,Andromeda,Aquila,50.80634057229324,0.5,16.791677275319667,4500.335709631774,4,Supergiant
4404,0.02409945036471933,0.2672169626863089,8.874982155626261,Orange,K,Sombrero,Pegasus,11409.85619172314,-0.30882692276834484,7.587864516113617,10248.590862393108,1,Red Dwarf
6332,3.1233181387462388,1.471571520630401,3.593459441549866,Yellow-White,F,Sombrero,Aquila,7108.651055482416,,52.19762522211307,36590.65561018158,3,Main Sequence
2990,0.007930410320284697,0.3325527377591023,10.08176085414441,Red,M,Whirlpool,Ursa Major,3258.5953932922343,0.24115310245090982,4.675391877889539,58066.32417860085,1,Red Dwarf
7359,5.321261386058651,1.4220824126404428,3.014963518853014,Yellow-White,F,Milky Way,Ursa Major,2430.820573224033,0.4950908361920936,39.294475087121455,31671.21383483237,3,Main Sequence
5143,0.27504568892938047,0.6619488735764762,6.231487894499173,Orange,K,Sombrero,Ursa Major,7250.638086382232,-0.1766444971532564,12.222959136047894,8079.4058260776155,3,Main Sequence
8678,0.0010493245120145088,0.014360537401978206,12.277725454962923,White,A,Andromeda,Lyra,8559.569671727037,0.10546465775016166,130.49405856534113,13.895284245599012,2,White Dwarf
5928,342007.411029478,555.5925883252812,-9.00508879243811,Yellow,G,Sombrero,Ursa Major,55.4827269772281,0.47795071780884807,4.631915395940089,115.82505018668643,4,Supergiant
4020,0.25318899885424545,1.0395021324956986,6.321387921209094,Orange,K,Triangulum,Aquila,3293.1199998591037,-0.02281133545014051,11.325308718846042,1761.094015703589,3,Main Sequence
2586,0.0042507124909368,0.3254834416298058,10.758845671963693,Red,,Andromeda,Perseus,1873.2512591240322,-0.3669052170728553,2.3169999219356328,51540.83651991609,1,Red Dwarf
2943,0.015613454252510933,0.48164166424881316,9.346252512227425,,M,Milky Way,Ursa Major,9522.938143050911,-0.38865614228999695,8.871553936148537,543.0517773185464,1,Red Dwarf
2758,0.0015416491958424215,0.1723293824472826,11.860036098207024,Red,M,Triangulum,Cassiopeia,8089.281416473752,-0.09384706146670586,8.844292454859382,23408.72185109682,1,Red Dwarf
7442,3.160233411774066,1.071606462013017,3.5807020990695984,Yellow-White,F,Milky Way,Scorpius,1326.5138728616257,0.46243512197645986,97.06897324686823,44.8458798621328,3,Main Sequence
28879,15791.416506258474,5.030386074121974,-5.666052721040311,Blue-White,B,Sombrero,Orion,29.565457629344742,-0.6782263051353985,193.85373503265475,58358.473227526665,3,Main Sequence
4385,82404.1087541369,498.41409198788097,-7.459872166523194,Orange,K,Whirlpool,Orion,182.8647468284802,-0.040095054579208554,13.683279094959438,637.5717502877159,4,Supergiant
4608,0.18838499000901487,0.6824224135682554,6.642384258846568,Orange,K,Sombrero,Cassiopeia,11755.961891157614,-0.23419770612402202,6.523563188195322,3703.2197707773316,3,Main Sequence
5182,0.5966272570702706,0.9603107773600688,5.390742274162993,Orange,K,Whirlpool,Scorpius,8542.733670917669,-0.05919244129830242,9.566007568799787,4146.926925769911,3,Main Sequence
4928,0.48285003666812465,0.9552560811090312,5.620469328194845,Orange,K,Sombrero,Lyra,,-0.029700111524590112,6.011747796610429,88.7066090674093,3,Main Sequence
2846,0.015583323600342824,0.5145354812537231,9.348349776903813,Red,M,Andromeda,Cassiopeia,2106.475319324637,0.052097529487925676,1.2291399398801952,2165.0328052539858,3,Main Sequence
2569,0.012227797194273846,0.5593723304240621,9.611629432335057,Red,M,Andromeda,Pegasus,9818.381890762214,-0.6631204871488775,5.520931568577613,76188.08670824929,1,Red Dwarf
26247,1086711524.0930786,1597.5441484403188,-17.760285681462747,Blue-White,B,Triangulum,Cassiopeia,6.120348231168574,-0.8743582551605145,112.88901916802646,182.91772474141874,5,Hypergiant
8468,0.0012924308950012188,0.016737748652928562,12.05148167227167,White,A,Triangulum,Pegasus,10304.021647759448,0.2323606277904276,56.4863317094769,2523.1327783312768,2,White Dwarf
4745,0.39994486633748744,0.9377405683635105,5.824999683528316,Orange,K,Milky Way,Cygnus,5718.560456074209,0.5,,3041.280417440159,3,Main Sequence
3622,0.022570700335310574,0.38232324220191144,8.946137413000972,Red,,Sombrero,Orion,2201.5160187691586,-0.44364171172458405,5.978833993986532,40562.62269055694,3,Main Sequence
7670,14.228472797981906,2.1406392837587185,1.94710428018334,White,A,Triangulum,Cassiopeia,1547.339964160377,0.444062642595884,132.35935928899136,88.59314432994823,3,Main Sequence
2732,0.006067983768982354,0.34843028023641254,10.372388973903622,Red,M,Whirlpool,Aquila,5872.221977957181,0.04363505141213265,5.374043040085521,19724.967344017074,1,Red Dwarf
4983,0.28710044569359977,0.7204274199838859,6.184915333264824,Orange,K,Triangulum,Perseus,1924.0899281529787,,12.30945542821926,23297.904477201027,3,Main Sequence
9738,0.000747740743394797,0.00962700189506458,12.64562238645523,White,A,Andromeda,Perseus,1790.5946649291843,0.010341920451998382,174.9745703354808,134.5504556413724,2,White Dwarf
7632,19.534462215515372,2.53325600855663,1.6029963510453955,White,A,Milky Way,Orion,4693.158278906199,0.06670323035380012,243.21659387981555,34.59786648546394,3,Main Sequence
2867,0.002058373436091507,0.18427302846892415,11.546189578645699,Red,M,Andromeda,Cygnus,12869.604414360547,-0.1050466003035885,1.9824240140643652,34.616889730806335,1,Red Dwarf
2820,0.00501219702783714,0.29721513814161077,10.579929663418282,Red,M,Sombrero,Orion,5155.283122861065,-0.5980691107017495,3.951726935289756,164.84459724437684,3,Main Sequence
3778,0.06221333811036247,0.5834087253383318,7.845291238967042,Orange,K,Andromeda,Aquila,4399.454751792285,-0.29542447357624874,13.76044063830322,11.843770139616678,1,Red Dwarf
8371,12.743259414925618,1.7007506798296024,2.066798689642579,White,A,Andromeda,Perseus,2518.439105175785,0.42222679618928755,210.5788258291588,18611.379271948306,3,Main Sequence
3353,0.02051522069903607,0.4253300477566006,9.049809516526004,Red,M,Triangulum,Ursa Major,1081.1060455013653,-0.23323445723442196,6.102493305154386,29859.69696501249,3,Main Sequence
3551,0.018712839913240173,0.3621792637440579,9.149650744363875,Red,M,Milky Way,Scorpius,10876.263386857105,0.14309961104871638,2.8264919283538847,,3,Main Sequence
6207,3.838806603398365,1.6978123988571543,3.3695094170186666,Yellow-White,F,Triangulum,Cygnus,931.0122554058618,-0.09622992531973196,115.85883963432113,487.59912368761525,3,Main Sequence
5102,0.5928943701310226,0.9875584962551974,5.397556683770914,Orange,K,Milky Way,Lyra,4308.629392486155,-0.07792261249415382,14.552056738926094,2124.4325150585014,3,Main Sequence
6704,0.0004845455600231254,0.0163513785496318,13.11666345398203,Yellow-White,F,Andromeda,Pegasus,2956.5532028828925,-0.190849435637246,14.143514714435396,,2,White Dwarf
2479,0.010642731580911812,0.560439292286333,9.762367227502885,Red,M,Whirlpool,Cassiopeia,2437.0479471585654,-0.4035982133731317,,25.284468306717837,1,Red Dwarf
2800,0.0011622286726558316,0.14517265016484973,12.166771036357282,Red,M,Triangulum,Cassiopeia,4753.651545472324,-0.011001695492713008,8.161030917857243,59478.312264122695,1,Red Dwarf
8490,820866.4213741942,419.6390931606185,-9.955681226598903,White,A,Sombrero,Perseus,41.30928421327336,-0.29549998755911433,51.886402489487374,3002.5457148214364,4,Supergiant
3702,0.0049922608763119415,0.1721198195486742,10.584256820442262,Orange,K,Milky Way,Scorpius,6404.331095046683,0.5,14.900583965018129,3658.805155641652,1,Red Dwarf
3968,0.0862405363291833,0.6226836642659748,7.490721378187853,Orange,K,Sombrero,Orion,8974.338635018192,,14.288977256839823,2599.0019609472197,3,Main Sequence
2403,0.001030140976975154,0.18556491407418588,12.297758342769175,Red,M,Sombrero,Orion,2188.580085329733,0.2543035618334875,3.4514973068279167,86.79678523241647,1,Red Dwarf
7268,9.435155508762984,1.9413318019989958,2.3931273436651965,Yellow-White,F,Sombrero,Pegasus,11225.796400896066,0.11938703045483062,41.05431563607582,679.3224275004736,3,Main Sequence
3055,0.025658179728321323,0.5729880535915508,8.806935392699533,Red,M,Milky Way,Perseus,7970.016186243185,0.20865910745831992,2.9772666236135272,1022.2195060335563,1,Red Dwarf
9973,48.34853306928871,2.3339690237998427,0.6190417455024955,White,A,Sombrero,Ursa Major,11187.253284739232,-0.07049211567928391,52.18724370124934,219.1450683760584,3,Main Sequence
8420,19.688608486178126,2.089480889946903,1.5944624425304736,White,A,Sombrero,Orion,4083.5946725108447,0.5,127.9352426215807,12701.073865015394,3,Main Sequence
4076,0.17221305133962697,0.8339111011190158,6.739834845475455,Orange,K,Milky Way,Cassiopeia,8755.979663974824,0.38512342535956323,10.579446600714068,24.414916056842177,3,Main Sequence
6745,2.586229756684301,1.1801160559598918,3.798332239215436,Yellow-White,F,Andromeda,Aquila,,-0.5839528347284902,52.37718468509223,9911.063259890383,3,Main Sequence
3273,0.02317526561965219,0.47443358457552554,8.917438198893059,Red,M,Whirlpool,Cassiopeia,2593.278035765725,-0.06151998366591491,4.0433499631245535,188.02234838086764,3,Main Sequence
6736,5.000542698728953,1.6453545178241258,3.0824571500232922,Yellow-White,F,Sombrero,Scorpius,3278.4294190217506,-0.3196945474717001,86.40482008536469,12.751171071529882,3,Main Sequence
2909,0.002239964051018017,0.1867188469249422,11.454397378907657,Red,M,Milky Way,Scorpius,6355.396814419843,0.021777630005402716,8.149145335844656,3723.2993150362045,1,Red Dwarf
3589,0.04233709623402147,0.5332964494447774,8.263197330410511,Red,M,Milky Way,Aquila,9360.32523879584,0.23044379889043742,5.176762458797284,66.93770330806007,1,Red Dwarf
6646,3.641599536298387,1.4423826630388157,3.4267695373043785,Yellow-White,F,Milky Way,Ursa Major,10160.615963457263,-0.1477993193169118,29.338710832974858,15073.822674422554,3,Main Sequence
5844,1.0203778855605303,0.9874501481912031,4.808097405837474,Yellow,G,Whirlpool,Pegasus,10941.29480415788,-0.2994349127379462,21.70121375665942,701.6505722537418,3,Main Sequence
3499,0.014741823985908379,0.3310875123968793,9.408621946211513,Red,M,Milky Way,Cygnus,3129.7333134664786,0.5,7.150384020375203,3159.116873736397,1,Red Dwarf
4051,125907.51351732358,721.8657097375561,-7.920129118394149,,K,Whirlpool,Scorpius,87.70082435215345,0.2520766452870292,1.568691107031408,4195.548386605335,4,Supergiant
4833,0.3951557714927786,0.8984742801907017,5.838079176351868,Orange,K,Andromeda,Cassiopeia,2402.7833832832,0.5,,5649.65213346206,3,Main Sequence
5711,0.788943457731024,0.9091879984315882,5.0873853021010795,Yellow,G,Whirlpool,Ursa Major,8567.870950259905,-0.07792108515877247,6.423346960574912,25.613389632221804,3,Main Sequence
7396,9.569841107879242,1.8880506187228674,2.3777381823458033,Yellow-White,F,Triangulum,Ursa Major,204.1036974601654,0.5,49.323092440402185,16.56759964563252,3,Main Sequence
3012,0.01684921852696462,0.4776777597890962,9.263550592663714,Red,M,Andromeda,Pegasus,6214.581414806866,-0.5085670136999478,,21969.850292787876,3,Main Sequence
23699,7134.1098065432525,5.020707583570601,-4.8033494740312115,Blue-White,B,Andromeda,Ursa Major,59.495308985925725,0.05637143990023409,243.64987091996323,13467.080092505385,3,Main Sequence
3642,0.026020423884522664,0.40600592894338317,8.791714082156133,Red,M,Triangulum,Perseus,7193.592946993823,0.5,5.965576568942355,60211.621980599586,3,Main Sequence
4641,0.049782452842552616,0.34583590783507323,8.087309272445225,Orange,K,Milky Way,Aquila,1496.9963157261595,-0.13509366549456467,10.946714303699602,14285.499125074817,1,Red Dwarf
3242,0.009200846768686042,0.3046793027085253,9.92043050499342,Red,M,Milky Way,Ursa Major,6681.631782666774,,,26261.22396646083,1,Red Dwarf
6951,5.926260374968429,1.6820963262845088,2.898048178407275,Yellow-White,F,Triangulum,Cassiopeia,2949.404250322615,-0.845536352468543,18.05286828776617,3898.0260889232973,3,Main Sequence
5677,1.405053127321552,1.2279018665102428,4.460768135186629,Yellow,G,Milky Way,Orion,4108.467619160092,0.4275753564442705,24.792560433952875,912.9669287546938,3,Main Sequence
9705,1424635.2564167439,423.07351577429625,-10.554259219805488,White,A,Sombrero,Pegasus,95.8144219255869,-0.39878804575975524,94.78495463958319,73.09269817880164,4,Supergiant
4971,0.1752603873040357,0.5656000410205289,6.720790582260051,Orange,K,Andromeda,Lyra,4834.779912386442,0.5,3.0538076962374845,20287.56838835479,1,Red Dwarf
4018,0.00506352357050458,0.14715046138884066,10.568867910140032,Orange,K,Milky Way,Orion,9462.15345818168,0.06573410730046444,11.196294502524667,2532.2377862410394,1,Red Dwarf
2577,0.0008559209686214333,0.14707642703864346,12.498915835024874,Red,M,Andromeda,Cassiopeia,761.7680251589962,-0.6846509248211574,5.250107004386566,459.74285972476645,1,Red Dwarf
3490,0.00490998042126611,0.19206317383285973,10.602300599098406,Red,M,Sombrero,Perseus,11596.11116474839,0.08258542920719439,4.8610838776431065,89.11417717269656,1,Red Dwarf
2488,0.0034801777716162536,0.3181669299392911,10.975996428021423,,M,Triangulum,Cassiopeia,6721.686315401251,-0.7892818545978422,5.547952954094523,23.218959637586053,1,Red Dwarf
2889,0.01616753922901298,0.5086065548773508,9.308390191512157,Red,M,Whirlpool,Cassiopeia,7063.54932486579,-0.06460063535123589,8.540193879700787,59.31721358435551,1,Red Dwarf
5241,0.6621820537703602,0.9890436497157227,5.277556483809306,Yellow,G,Milky Way,Cassiopeia,10135.133170395244,-0.448119527043947,12.398286051184805,852.0833271048983,3,Main Sequence
5341,1.2011298342850099,1.282640344615619,4.631025114161478,Yellow,G,Milky Way,Perseus,6258.24805904751,-0.659718277501737,25.192685118250452,2523.8027801246044,3,Main Sequence
4258,0.28931708170770193,0.9904459915863717,6.176564810518888,Orange,K,Triangulum,Lyra,7614.167573709179,0.338292115023606,6.9730222385802465,59.770180242103066,3,Main Sequence
843,5.110131827167629e-06,0.1061979119291181,18.05891974033201,Red,M,Milky Way,Lyra,8596.693424577075,-0.4800831296930431,2.2476981195798578,266.41118553486393,0,Brown Dwarf
4366,0.09248419532592958,0.532624786839727,7.414831194346743,Orange,K,Triangulum,Lyra,207.36018509027454,-0.320966069489793,5.014503687739568,19718.843772298285,1,Red Dwarf
9754,53.17669212386087,2.558881837119413,0.5156967040396649,White,A,Whirlpool,Cygnus,12984.425408445317,-0.29481970831651894,188.62341838690583,28725.03857096156,3,Main Sequence
3082,0.0019201813414176899,0.15401425836303292,11.621644386759227,Red,M,Sombrero,Cassiopeia,1639.6036425438156,0.027842858081764694,7.1896754550895015,4101.452064344821,1,Red Dwarf
6860,4.066036168165004,1.4305151523974728,3.307071906371967,Yellow-White,F,Andromeda,Cassiopeia,8652.178934171518,-0.521478223856747,49.116256493120915,29.27692439152241,3,Main Sequence
5590,0.9380154571958985,1.034752434247029,4.89947501247565,Yellow,G,Andromeda,Pegasus,4526.654511380184,-0.09347527297147584,27.466290396429567,63.21893993755405,3,Main Sequence
6821,7.363127705592854,1.9471084540119548,2.662344167709061,Yellow-White,F,Whirlpool,Pegasus,10984.927318285698,-0.46088802473123,67.07757916450151,4650.43557876178,3,Main Sequence
16838,1067.0854827715127,3.8465702681877003,-2.7404980289007286,Blue-White,B,Whirlpool,Cassiopeia,59.59972168941549,-0.12384039321543053,265.88933472610165,993.1383530559023,3,Main Sequence
2841,0.012418107671040207,0.46093567035851346,9.59486144732271,Red,M,Andromeda,Orion,4439.896313614248,0.05104941549362968,9.541701431624322,2353.9884376168034,1,Red Dwarf
20095,6028.205877135625,6.419084489194338,-4.620470190135489,Blue-White,B,Sombrero,Lyra,19.681276339239826,0.3964418120968175,106.03286318338549,20803.01404936954,3,Main Sequence
5969,0.8733679917482546,0.8756903278871145,4.977006821687704,Yellow,G,Triangulum,Perseus,12346.636077634152,-0.019423326951540882,10.549325069886544,1273.1847087751885,3,Main Sequence
3437,0.03383244576361177,0.5198316378502515,8.506666514305774,Red,M,Milky Way,Ursa Major,10234.799812410803,-0.528932899942573,4.203318286426578,60.177685933936964,3,Main Sequence
4290,0.1626780523365466,0.7316526884270849,6.801677589570671,Orange,K,Triangulum,Ursa Major,1277.9014773126146,-0.08765652158432925,14.523200744627347,21949.58591742214,3,Main Sequence
3180,0.004386299527558037,0.21865024966268568,10.724754287366695,Red,M,Triangulum,Aquila,514.1154331680906,0.12860828343926287,1.874562691309747,338.44727753449496,1,Red Dwarf
3143,0.002697961050835394,0.1755432565552438,11.252410810797947,Red,M,Triangulum,Cassiopeia,4488.786876468903,0.31007174390476794,6.798501475921972,13931.913100213947,1,Red Dwarf
21521,6037207.256755702,177.11209602519895,-12.122090213494994,Blue-White,B,Triangulum,Cygnus,72.84746587452383,-0.7645365250197225,257.70556199036025,,4,Supergiant
22746,101224406.63079898,649.2136241982214,-15.183213099122858,Blue-White,B,Sombrero,Perseus,87.77788822571422,-0.5316440608260491,210.0871617874096,67884.30512881832,4,Supergiant
3498,0.01826424015894701,0.3687366190267216,9.175995977209503,Red,M,Triangulum,Aquila,4400.934304344781,-0.013762403858107466,8.9239465898852,10379.294950603948,1,Red Dwarf
5571,0.741522015352987,0.9262981204997711,5.154689876240429,Yellow,G,Andromeda,Cassiopeia,10710.202999017958,0.4840368538325399,20.6192412342851,46.065862436169326,3,Main Sequence
6343,2.934493375660823,1.4214520656713616,3.661167166319279,Yellow-White,F,Andromeda,Ursa Major,3979.2299852146675,0.45466885842527127,104.34908563694758,10.078270563762759,3,Main Sequence
9977,0.0005809834583223204,0.008084199348920693,12.919590581509574,White,A,Andromeda,Ursa Major,,0.5,102.60723101506059,88.1423371722501,2,White Dwarf
5546,1.0574508012102446,1.1161573663470592,4.76934957349921,Yellow,G,Triangulum,Orion,11780.501677801085,0.2927778935170236,29.734529102009542,10.062872529501202,3,Main Sequence
5663,0.7723677159896546,0.9149008014215215,5.110439718706775,Yellow,G,Triangulum,Orion,11465.55338181392,-0.31313753459646543,18.34818006449613,630.6284354303311,3,Main Sequence
9826,0.0005587969769784042,0.008173886056987394,12.961864880075513,White,A,Triangulum,Cygnus,,-0.21154545274371628,125.131237298913,241.26785988792756,2,White Dwarf
6347,0.00010946709329062463,0.00867081402763048,14.731791034253964,Yellow-White,F,Sombrero,Aquila,9481.383293405472,0.4998234467521382,68.98756634801912,71143.0456892499,2,White Dwarf
5190,0.258470685461102,0.6301239787849374,6.298971763576055,Orange,K,Whirlpool,Perseus,1739.9430555868944,-0.6225905307709034,3.2165804777343245,59.95769221101584,3,Main Sequence
5279,0.7482902816786902,1.0363031147155417,5.144824737706563,Yellow,G,Milky Way,Orion,3437.489491105072,0.3575700104688204,2.7248198019348053,639.6102665255165,3,Main Sequence
3437,0.022363416392227362,0.4226346360860326,8.956154624621142,Red,M,Sombrero,Cassiopeia,4076.8198939570343,-0.085772175468629,7.802428848186048,57.721280345416794,1,Red Dwarf
6376,0.00013594568003380238,0.00957505250238222,14.496586471244724,Yellow-White,F,Triangulum,Cygnus,3535.881792885324,-0.5842765840405122,40.672983760934414,4393.991341184784,2,White Dwarf
27869,28098056.22726011,227.85073952963228,-13.791690693092468,Blue-White,B,Sombrero,Aquila,35.7867884155421,-0.09354304328024665,121.94816845132729,35752.25047613306,4,Supergiant
4009,0.06817221225456849,0.5423587564247534,7.745981531236714,Orange,K,Whirlpool,Aquila,12840.00509789945,0.468288919465906,13.506552311792117,20.427882441996015,1,Red Dwarf
3500,0.0071904908119301125,0.23109910000046283,10.188103660816836,Red,M,Triangulum,Cygnus,12900.841004372747,0.3278365084884935,4.663370698118815,61.63053359952681,1,Red Dwarf
4491,0.30542970756969245,0.9147967290411807,6.117721809111564,Orange,K,Whirlpool,Pegasus,7848.911591680312,0.5,1.3591226054489134,718.0196833154422,3,Main Sequence
5806,5914.133314784786,76.16344278378803,-4.599727775121352,Yellow,G,Andromeda,Lyra,151.6933761974253,0.1312492726331116,10.302310845116757,14023.185055746866,4,Supergiant
27942,563774229.792191,1015.2960779960314,-17.047763050802267,Blue-White,B,Andromeda,Orion,65.17459151525894,-0.44545351988926,219.3950325559592,6250.443395766726,5,Hypergiant
2052,8.032228549333447e-05,0.07105888536663438,15.067909856479275,Red,M,Triangulum,Ursa Major,4262.049369490387,0.11096813370724162,3.3681060309078905,39739.708856752746,0,Brown Dwarf
2463,0.009908056732274179,0.5477980647528952,9.840028788410121,Red,M,Andromeda,Cygnus,3892.672872731561,-0.020287218754588707,3.352502320858555,82.95242176438377,1,Red Dwarf
4869,34806.683610084176,262.72829576832237,-6.52415661390925,Orange,K,Sombrero,Orion,194.21397447118218,0.25710596154984433,4.7211640648016795,3635.2319966912814,4,Supergiant
7452,4.02500718561635,1.206126091915839,3.3180833499354714,Yellow-White,F,Sombrero,Cassiopeia,2486.122432425854,0.05762000584264285,58.76772718464808,14.015794540450711,3,Main Sequence
5159,0.19386116977088233,0.5522928663850554,6.611272927574278,Orange,K,Andromeda,Scorpius,5501.663198798828,-0.5049125761987023,5.770452869130412,15929.009740558193,1,Red Dwarf
5451,0.41665712513113806,0.7252573143671569,5.7805529675810705,Yellow,G,Andromeda,Ursa Major,11003.601676083586,0.5,16.405928833681962,28.92128857597069,3,Main Sequence
5184,0.3161876968257471,0.6985501220067674,6.080137582251153,Orange,K,Andromeda,Cassiopeia,5287.043396956239,-0.23563442430604817,1.9681905473333279,16.654782727252318,3,Main Sequence
4154,0.08139761723704654,0.5519858394762227,7.553470770207846,Orange,K,Sombrero,Perseus,2518.2601937314016,0.5,7.314185362277448,35930.184036518,1,Red Dwarf
2427,0.005769019124030918,0.43049341397698293,10.427245053433499,Red,M,Andromeda,Orion,493.3881973786231,-0.37027390434693597,4.133567968395669,30.90162172602828,1,Red Dwarf
3629,0.004839537134465386,0.17635308118333617,10.617990433471752,Red,M,Andromeda,Orion,8752.194092853988,-0.11224758539846354,9.745747905106825,16070.690362340454,1,Red Dwarf
4014,0.026381792550585356,0.33655224291977226,8.77673924748786,Orange,K,Milky Way,Scorpius,2830.1558762098707,-0.07883453056541119,11.306084941509969,2818.140345270116,1,Red Dwarf
2557,0.007417598681648562,0.4397696818204414,10.154341668102337,Red,M,Sombrero,Aquila,7496.554548750883,0.5,4.12939243953319,608.0827767206908,1,Red Dwarf
3023,0.0007727623689775881,0.10155510587243807,12.609885087027795,Red,M,Andromeda,Pegasus,12123.973723345363,0.5,2.5299677590190304,62378.37061975736,1,Red Dwarf
9388,462312.82100189425,257.5590899842696,-9.33233984398438,White,A,Whirlpool,Lyra,36.29395513232081,0.43165252694924594,117.6035749759436,1059.4488872168174,4,Supergiant
3176,0.03129262152883862,0.5854840404819271,8.591395131139146,Red,M,Andromeda,Cassiopeia,9503.68237807413,0.22255887555900694,7.7905191499366175,54514.47165488071,1,Red Dwarf
4612,0.01223394561597281,0.17360400921421418,9.611083636049564,Orange,K,Whirlpool,Perseus,8320.333618415687,0.2504565629402939,10.435362382638832,5450.881785108964,1,Red Dwarf
10598,1931487.4013566624,413.0980876469282,-10.884729699220316,Blue-White,B,Triangulum,Ursa Major,37.412587189045965,-0.4099216297035289,336.99463721715927,615.6172028562435,4,Supergiant
2461,0.00045988386665005176,0.11821046745175884,13.173379564495852,Red,M,Triangulum,Aquila,6706.315499519379,0.24969091984144245,9.4790588794716,29915.90782066168,0,Brown Dwarf
9722,782854.0641118818,312.52462792158514,-9.904202026287985,White,A,Milky Way,Pegasus,29.125474951359557,-0.5038513985633756,239.61118822318812,24.793784911049976,4,Supergiant
4013,0.060377873823004184,0.5093961559092286,7.87780546127315,,K,Whirlpool,Cassiopeia,11631.03297630792,0.3634026763644002,1.1587354608981717,1057.7403573198196,1,Red Dwarf
9202,0.0017996461758245947,0.016725695312760747,11.692032180285763,White,A,Triangulum,Scorpius,8059.8300932326765,-0.5070954477565855,208.4554201389553,19044.486456453968,2,White Dwarf
4234,133822.634493054,681.2682592279552,-7.986323938364093,,K,Milky Way,Ursa Major,73.41659237894169,-0.11652700084259114,2.1185267177635474,2119.9059914870063,4,Supergiant
6075,2.643886031114712,1.4709024644374205,3.7743931743320838,Yellow-White,F,Triangulum,Scorpius,5528.506093999935,0.25674692195221155,54.6335149115776,49.218439853164504,3,Main Sequence
9926,0.0006657799686106052,0.008743229846042628,12.771673189112201,White,A,Andromeda,Cygnus,12510.551041275412,-0.7405900370265184,78.60648925750293,10294.699319833151,2,White Dwarf
9126,0.0011638787227107276,0.013675651043214469,12.165230678084637,White,A,Andromeda,Pegasus,2517.081378147991,-0.07197125157288058,147.6024515428947,2219.0909869562133,2,White Dwarf
6426,0.0005735096981571983,0.019361723587222775,12.933648084247482,Yellow-White,F,Whirlpool,Perseus,2848.4512838269125,0.08737592288345769,57.63777252813333,17166.374241144986,2,White Dwarf
8909,0.0011709974183721013,0.014393788798466228,12.15861015597406,White,A,Milky Way,Lyra,6287.06576224476,-0.5760412513842524,187.55915455582524,368.3815913349968,2,White Dwarf
22591,56600980.51218104,492.1484721437411,-14.552059886598824,Blue-White,B,Sombrero,Orion,79.84355392778036,0.03549036696788704,199.62321579154855,2483.144309451884,4,Supergiant
2674,0.00827683386536313,0.42478032041567704,10.035339404947234,Red,M,Sombrero,Orion,1043.7310394607887,0.5,3.14992787733884,13462.591524903197,1,Red Dwarf
3690,0.0018155896991940818,0.10447471563850705,11.682455724764395,Red,M,Milky Way,Cassiopeia,1261.1555261449525,-0.17561059413627852,5.255937177346991,160.88761690993235,1,Red Dwarf
3627,0.004257894374852741,0.16559888401996917,10.757012790656391,Red,M,Sombrero,Cassiopeia,7666.8453357974895,0.3387090174089633,6.98470466620796,637.1108570997909,1,Red Dwarf
3008,0.006837995401937966,0.3051151788205995,10.242677988928131,Red,M,Sombrero,Orion,783.888752829148,-0.15939089269762996,2.307088627031172,3023.947594708412,3,Main Sequence
3382,0.0033331608329467163,0.1685140061789768,11.022859325227573,Red,M,Triangulum,Orion,12341.128718196564,0.06866113971840387,1.659926679779725,94.58852902003362,1,Red Dwarf
